Fruit_Type,Supplier_Region,Packaging_Type,Customer_Type,Shipping_Method,Payment_Method,Quality_Grade,Quantity_KG,Unit_Price,Total_Revenue,Order_Date,Delivery_Date
Mango,Visayas,Vacuum Pack,Online,Courier,Credit Card,Grade B,271.84,399.13,174707.07,2025-04-23,2025-04-30
Mango,Luzon,Box,Wholesale,Sea Cargo,Bank Transfer,Premium,450.9,313.27,120874.0,2024-05-06,2024-05-12
Guava,Mindanao,Resealable Bag,Online,Air Freight,GCash,Grade B,354.61,412.83,14932.81,2024-01-05,2024-01-14
Mango,Visayas,Box,Retail,Courier,GCash,Grade A,86.48,394.13,135312.47,2025-11-28,2025-12-09
Banana,Mindanao,Vacuum Pack,Distributor,Air Freight,Credit Card,Grade B,476.34,449.94,182306.89,2025-04-09,2025-04-20
Pineapple,Luzon,Box,Distributor,Air Freight,Cash,Premium,478.36,245.86,85783.11,2025-08-05,2025-08-08
Guava,Visayas,Vacuum Pack,Retail,Sea Cargo,GCash,Grade B,400.77,214.03,152986.13,2024-07-01,2024-07-05
Mango,Visayas,Jar,Online,Courier,GCash,Grade B,349.48,394.58,107404.11,2025-10-31,2025-11-03
Papaya,Visayas,Box,Online,Air Freight,Credit Card,Grade B,326.24,263.25,90943.25,2025-05-16,2025-05-24
Banana,Visayas,Resealable Bag,Wholesale,Pickup,Cash,Grade B,260.7,146.13,162293.49,2024-02-11,2024-02-20
Pineapple,Mindanao,Box,Wholesale,Pickup,Bank Transfer,Premium,71.48,145.26,18568.03,2024-11-03,2024-11-06
Papaya,Visayas,Vacuum Pack,Online,Courier,Bank Transfer,Grade B,313.51,373.65,13091.05,2024-04-20,2024-04-29
Pineapple,Luzon,Jar,Retail,Air Freight,Credit Card,Premium,183.94,313.78,96449.65,2025-11-08,2025-11-16
Jackfruit,Visayas,Box,Wholesale,Sea Cargo,GCash,Grade A,386.16,319.34,175607.0,2025-11-17,2025-11-25
Jackfruit,Luzon,Vacuum Pack,Online,Air Freight,Cash,Grade A,345.11,271.85,86967.4,2024-04-18,2024-04-25
Jackfruit,Mindanao,Jar,Distributor,Courier,Credit Card,Grade B,89.44,164.59,46252.4,2025-11-04,2025-11-16
Pineapple,Luzon,Resealable Bag,Online,Sea Cargo,GCash,Grade B,428.94,403.2,112330.68,2024-01-17,2024-01-29
Guava,Visayas,Resealable Bag,Online,Pickup,Cash,Grade A,124.75,170.3,143493.64,2024-03-29,2024-04-03
Mango,Visayas,Resealable Bag,Wholesale,Courier,Credit Card,Grade A,200.23,153.88,171049.61,2025-05-11,2025-05-19
Guava,Visayas,Box,Retail,Pickup,Credit Card,Grade B,281.01,359.12,187703.38,2025-03-18,2025-03-25
Coconut,Luzon,Vacuum Pack,Online,Courier,Cash,Grade B,451.79,257.66,99934.21,2025-05-14,2025-05-18
Coconut,Visayas,Jar,Online,Air Freight,GCash,Grade B,376.79,274.85,93241.03,2025-05-21,2025-05-31
Jackfruit,Mindanao,Box,Online,Sea Cargo,Bank Transfer,Premium,370.12,436.74,168285.34,2025-06-03,2025-06-07
Coconut,Visayas,Jar,Wholesale,Sea Cargo,Bank Transfer,Premium,387.16,340.13,34528.35,2025-11-20,2025-12-01
Jackfruit,Visayas,Vacuum Pack,Online,Pickup,Bank Transfer,Grade A,144.24,135.53,13444.81,2024-07-23,2024-07-26
Coconut,Luzon,Resealable Bag,Retail,Air Freight,Bank Transfer,Grade B,101.29,194.81,116776.48,2024-09-24,2024-09-30
Banana,Visayas,Vacuum Pack,Distributor,Sea Cargo,Cash,Premium,72.69,432.27,161807.51,2025-05-13,2025-05-18
Guava,Mindanao,Vacuum Pack,Retail,Air Freight,GCash,Premium,103.13,187.78,78711.3,2024-04-23,2024-04-25
Papaya,Mindanao,Jar,Retail,Sea Cargo,Bank Transfer,Grade B,418.62,160.58,48359.16,2024-10-26,2024-11-07
Guava,Luzon,Resealable Bag,Online,Courier,Bank Transfer,Premium,127.07,207.79,145887.95,2025-03-01,2025-03-14
Coconut,Mindanao,Resealable Bag,Wholesale,Pickup,GCash,Grade A,410.8,256.43,87768.77,2025-02-28,2025-03-06
Jackfruit,Mindanao,Box,Retail,Pickup,GCash,Grade A,372.93,290.73,23220.43,2025-04-14,2025-04-28
Papaya,Luzon,Jar,Retail,Pickup,Cash,Premium,465.13,169.81,119165.88,2024-12-12,2024-12-18
Guava,Mindanao,Box,Online,Pickup,Bank Transfer,Premium,384.21,420.05,11501.42,2025-10-08,2025-10-20
Jackfruit,Luzon,Jar,Online,Sea Cargo,Credit Card,Premium,205.36,387.9,133263.83,2024-10-13,2024-10-22
Mango,Luzon,Box,Online,Sea Cargo,Bank Transfer,Grade A,91.77,302.09,109053.81,2024-07-21,2024-07-26
Mango,Luzon,Box,Wholesale,Courier,Credit Card,Premium,99.7,139.78,80865.98,2025-10-12,2025-10-15
Banana,Luzon,Vacuum Pack,Retail,Pickup,Bank Transfer,Premium,381.59,269.54,196760.61,2025-10-04,2025-10-13
Coconut,Mindanao,Resealable Bag,Distributor,Courier,Bank Transfer,Premium,403.16,355.9,137762.42,2025-08-18,2025-08-28
Coconut,Luzon,Vacuum Pack,Distributor,Sea Cargo,Bank Transfer,Grade B,94.09,354.84,167403.15,2025-01-21,2025-01-30
Mango,Visayas,Resealable Bag,Online,Sea Cargo,Credit Card,Grade A,216.18,293.66,121765.5,2024-03-24,2024-03-26
Papaya,Visayas,Jar,Online,Pickup,Credit Card,Premium,487.97,391.86,37425.77,2025-06-15,2025-06-28
Coconut,Visayas,Resealable Bag,Retail,Sea Cargo,Credit Card,Grade B,64.67,171.76,116215.07,2024-05-10,2024-05-18
Guava,Visayas,Vacuum Pack,Retail,Courier,Bank Transfer,Grade A,285.25,158.85,67935.67,2024-05-01,2024-05-11
Banana,Visayas,Vacuum Pack,Wholesale,Sea Cargo,Credit Card,Grade A,471.57,220.7,63861.64,2025-01-18,2025-01-23
Coconut,Visayas,Vacuum Pack,Retail,Courier,Cash,Grade A,237.91,309.11,117495.16,2024-07-06,2024-07-20
Papaya,Visayas,Resealable Bag,Wholesale,Pickup,Credit Card,Premium,252.08,405.89,71791.09,2024-12-11,2024-12-24
Jackfruit,Visayas,Jar,Wholesale,Pickup,Bank Transfer,Premium,70.62,341.25,94188.28,2025-10-01,2025-10-12
Mango,Luzon,Vacuum Pack,Distributor,Air Freight,Cash,Grade A,479.83,298.81,153946.88,2024-10-11,2024-10-22
Pineapple,Visayas,Vacuum Pack,Retail,Sea Cargo,Cash,Grade B,404.04,200.94,144067.36,2025-08-06,2025-08-15
Mango,Mindanao,Box,Online,Air Freight,Credit Card,Grade A,202.98,179.57,14570.82,2025-08-16,2025-08-24
Papaya,Visayas,Vacuum Pack,Retail,Air Freight,GCash,Grade B,114.82,204.33,27029.43,2025-06-24,2025-06-30
Coconut,Luzon,Vacuum Pack,Distributor,Sea Cargo,Cash,Premium,76.33,248.68,70807.88,2024-11-10,2024-11-17
Banana,Visayas,Vacuum Pack,Retail,Sea Cargo,GCash,Premium,313.71,282.68,152954.1,2025-02-26,2025-03-04
Banana,Luzon,Box,Online,Pickup,Cash,Grade B,63.01,329.07,183609.67,2025-01-29,2025-01-31
Jackfruit,Mindanao,Vacuum Pack,Wholesale,Sea Cargo,Bank Transfer,Premium,233.04,147.69,130801.81,2024-01-20,2024-01-25
Pineapple,Visayas,Resealable Bag,Wholesale,Pickup,Credit Card,Grade A,50.45,273.34,167580.64,2024-07-27,2024-08-09
Pineapple,Luzon,Vacuum Pack,Online,Courier,Bank Transfer,Premium,221.07,235.97,130119.32,2024-10-23,2024-11-03
Jackfruit,Visayas,Vacuum Pack,Wholesale,Air Freight,Bank Transfer,Grade A,227.89,160.58,36533.55,2025-08-22,2025-09-05
Papaya,Luzon,Box,Distributor,Courier,Credit Card,Grade B,160.67,444.4,74909.66,2025-07-23,2025-07-28
Banana,Luzon,Resealable Bag,Retail,Pickup,Cash,Grade A,352.72,256.34,180100.95,2025-04-15,2025-04-25
Guava,Visayas,Vacuum Pack,Retail,Air Freight,Credit Card,Premium,105.54,440.77,81511.53,2025-12-21,2025-12-29
Papaya,Luzon,Vacuum Pack,Retail,Pickup,Bank Transfer,Grade A,250.06,193.1,13758.52,2025-09-07,2025-09-13
Coconut,Visayas,Resealable Bag,Retail,Courier,GCash,Grade A,491.05,439.21,16991.25,2024-10-14,2024-10-25
Coconut,Mindanao,Resealable Bag,Retail,Sea Cargo,Credit Card,Grade A,441.46,307.8,103862.15,2025-05-19,2025-05-31
Coconut,Mindanao,Resealable Bag,Retail,Sea Cargo,Cash,Grade A,166.83,308.07,53313.38,2025-07-19,2025-07-23
Guava,Visayas,Resealable Bag,Retail,Courier,Credit Card,Grade A,472.05,331.52,189184.1,2025-06-19,2025-07-01
Banana,Visayas,Jar,Distributor,Air Freight,Credit Card,Grade B,212.66,370.48,177922.46,2024-02-23,2024-03-08
Banana,Visayas,Jar,Distributor,Air Freight,Credit Card,Grade A,200.62,410.43,163457.85,2024-08-17,2024-08-18
Papaya,Luzon,Resealable Bag,Wholesale,Sea Cargo,Bank Transfer,Grade B,78.28,326.35,15295.82,2024-08-19,2024-08-31
Mango,Mindanao,Box,Distributor,Sea Cargo,Cash,Grade B,157.26,232.46,20342.24,2025-03-18,2025-03-31
Guava,Luzon,Vacuum Pack,Online,Air Freight,Credit Card,Premium,106.17,441.59,184175.73,2024-12-07,2024-12-16
Guava,Mindanao,Vacuum Pack,Wholesale,Air Freight,Credit Card,Grade A,185.66,326.64,22500.15,2025-01-21,2025-01-27
Jackfruit,Luzon,Box,Online,Pickup,Cash,Premium,388.38,196.93,123919.41,2025-11-24,2025-11-25
Mango,Visayas,Jar,Online,Pickup,Cash,Grade B,342.91,343.01,14934.7,2025-11-06,2025-11-16
Jackfruit,Luzon,Vacuum Pack,Retail,Air Freight,Cash,Premium,405.24,183.89,118910.31,2025-06-13,2025-06-19
Banana,Visayas,Jar,Online,Pickup,GCash,Grade A,111.95,134.54,34259.34,2025-10-14,2025-10-23
Jackfruit,Mindanao,Box,Distributor,Sea Cargo,GCash,Grade B,188.9,233.16,80077.7,2025-08-21,2025-08-28
Jackfruit,Mindanao,Resealable Bag,Retail,Sea Cargo,Cash,Grade B,204.72,442.25,131705.41,2024-01-09,2024-01-18
Mango,Visayas,Resealable Bag,Online,Pickup,Bank Transfer,Premium,304.74,230.77,66930.0,2024-07-25,2024-08-07
Mango,Visayas,Vacuum Pack,Online,Sea Cargo,Cash,Premium,150.36,195.99,128544.8,2024-12-02,2024-12-05
Coconut,Visayas,Jar,Wholesale,Pickup,GCash,Grade A,213.27,144.33,15703.34,2024-09-01,2024-09-09
Banana,Visayas,Resealable Bag,Distributor,Air Freight,Cash,Grade A,139.02,177.47,178222.62,2024-04-27,2024-04-30
Guava,Mindanao,Resealable Bag,Wholesale,Sea Cargo,Cash,Grade A,429.3,420.51,13988.81,2024-06-27,2024-07-03
Papaya,Mindanao,Vacuum Pack,Distributor,Sea Cargo,Bank Transfer,Grade B,158.07,387.13,135572.66,2025-11-24,2025-11-27
Jackfruit,Visayas,Vacuum Pack,Retail,Sea Cargo,GCash,Grade A,136.26,244.8,81108.51,2025-06-23,2025-07-06
Coconut,Luzon,Vacuum Pack,Wholesale,Courier,GCash,Grade B,161.23,327.72,63213.93,2025-09-05,2025-09-12
Jackfruit,Mindanao,Jar,Wholesale,Air Freight,Credit Card,Premium,326.7,175.25,83742.01,2024-05-09,2024-05-23
Jackfruit,Visayas,Jar,Online,Sea Cargo,Bank Transfer,Premium,218.25,349.19,145973.48,2025-10-22,2025-11-04
Banana,Mindanao,Jar,Retail,Sea Cargo,GCash,Grade A,253.44,197.35,51532.81,2025-05-21,2025-05-29
Jackfruit,Luzon,Box,Distributor,Air Freight,GCash,Grade A,182.77,291.21,53733.74,2025-03-11,2025-03-18
Jackfruit,Mindanao,Box,Online,Pickup,Credit Card,Grade B,234.03,385.49,70233.88,2024-02-12,2024-02-20
Pineapple,Visayas,Resealable Bag,Distributor,Air Freight,Bank Transfer,Grade A,182.53,285.58,113863.86,2025-01-26,2025-01-27
Banana,Luzon,Vacuum Pack,Retail,Air Freight,Bank Transfer,Grade A,295.71,230.14,138270.39,2024-03-21,2024-04-03
Coconut,Mindanao,Box,Wholesale,Sea Cargo,Bank Transfer,Grade A,396.53,213.01,75860.15,2024-09-13,2024-09-18
Guava,Mindanao,Vacuum Pack,Online,Sea Cargo,Credit Card,Grade A,152.12,367.22,100143.27,2025-02-17,2025-02-24
Guava,Mindanao,Jar,Online,Courier,Cash,Grade B,430.61,261.5,188966.66,2025-06-12,2025-06-22
Papaya,Visayas,Vacuum Pack,Distributor,Sea Cargo,GCash,Grade B,474.51,123.19,163976.26,2025-03-03,2025-03-07
Pineapple,Visayas,Jar,Online,Courier,Bank Transfer,Premium,60.46,379.17,185207.4,2024-12-29,2025-01-04
Jackfruit,Mindanao,Jar,Online,Sea Cargo,Credit Card,Grade A,290.52,182.15,30641.29,2024-06-06,2024-06-12
Coconut,Visayas,Vacuum Pack,Wholesale,Air Freight,GCash,Grade A,421.91,319.11,15099.32,2025-08-06,2025-08-14
Papaya,Visayas,Resealable Bag,Wholesale,Courier,Cash,Grade B,75.85,291.12,42646.89,2024-07-22,2024-07-24
Pineapple,Luzon,Resealable Bag,Online,Pickup,Cash,Grade B,479.79,405.68,34687.13,2025-02-24,2025-03-03
Papaya,Mindanao,Jar,Wholesale,Courier,GCash,Premium,372.55,271.46,48323.52,2024-07-29,2024-08-03
Mango,Visayas,Resealable Bag,Distributor,Pickup,Credit Card,Grade B,309.26,363.31,64703.24,2024-05-26,2024-06-03
Coconut,Mindanao,Box,Online,Sea Cargo,Credit Card,Grade A,130.81,323.85,92094.56,2025-04-12,2025-04-18
Pineapple,Mindanao,Vacuum Pack,Online,Air Freight,GCash,Grade A,173.2,327.27,65459.02,2025-01-28,2025-02-08
Coconut,Mindanao,Resealable Bag,Online,Pickup,Cash,Grade B,84.44,154.72,155642.43,2024-03-09,2024-03-21
Papaya,Luzon,Box,Wholesale,Air Freight,Credit Card,Grade A,82.94,349.18,152449.87,2024-11-29,2024-12-06
Coconut,Visayas,Resealable Bag,Online,Air Freight,Cash,Grade B,101.61,422.66,72150.97,2025-01-25,2025-01-31
Papaya,Luzon,Vacuum Pack,Wholesale,Pickup,GCash,Grade B,419.19,397.72,42411.93,2025-04-20,2025-04-28
Mango,Luzon,Box,Retail,Pickup,GCash,Grade A,352.13,123.7,61917.93,2024-01-19,2024-01-29
Pineapple,Luzon,Vacuum Pack,Wholesale,Pickup,Cash,Premium,415.18,331.53,146117.98,2025-03-27,2025-04-02
Coconut,Visayas,Jar,Retail,Air Freight,Cash,Grade B,395.2,426.51,81182.49,2024-04-15,2024-04-22
Mango,Luzon,Jar,Retail,Air Freight,Bank Transfer,Grade A,355.98,140.85,192161.6,2024-09-01,2024-09-05
Guava,Mindanao,Resealable Bag,Wholesale,Air Freight,Credit Card,Premium,98.46,227.96,116790.28,2024-04-08,2024-04-21
Pineapple,Mindanao,Jar,Online,Air Freight,GCash,Grade A,97.65,226.71,12848.97,2024-07-13,2024-07-23
Mango,Visayas,Resealable Bag,Online,Sea Cargo,Cash,Premium,416.79,334.48,80106.19,2025-10-31,2025-11-06
Papaya,Visayas,Jar,Retail,Sea Cargo,Bank Transfer,Grade A,319.94,443.87,142299.92,2024-03-09,2024-03-13
Coconut,Luzon,Box,Wholesale,Courier,Credit Card,Grade A,200.8,320.82,121157.01,2025-11-25,2025-12-08
Coconut,Mindanao,Resealable Bag,Retail,Sea Cargo,Cash,Premium,391.52,160.94,54915.3,2025-01-26,2025-02-04
Pineapple,Mindanao,Vacuum Pack,Retail,Sea Cargo,Bank Transfer,Grade B,183.48,170.05,48833.21,2025-03-14,2025-03-27
Coconut,Mindanao,Jar,Distributor,Sea Cargo,Bank Transfer,Grade B,339.62,370.96,108965.84,2024-02-08,2024-02-12
Guava,Visayas,Vacuum Pack,Wholesale,Courier,Bank Transfer,Grade A,142.62,137.84,184358.85,2025-02-28,2025-03-11
Coconut,Mindanao,Resealable Bag,Online,Courier,GCash,Grade B,333.4,141.32,103412.03,2024-09-11,2024-09-24
Coconut,Luzon,Resealable Bag,Wholesale,Air Freight,GCash,Premium,296.98,382.43,48830.93,2024-07-16,2024-07-17
Papaya,Mindanao,Jar,Distributor,Sea Cargo,GCash,Grade A,240.81,319.93,67589.13,2025-06-03,2025-06-05
Coconut,Luzon,Box,Online,Air Freight,Bank Transfer,Grade B,219.97,275.34,90312.48,2025-08-13,2025-08-21
Papaya,Luzon,Jar,Retail,Pickup,Credit Card,Grade A,391.49,424.11,123084.84,2025-09-16,2025-09-28
Coconut,Luzon,Box,Online,Pickup,Bank Transfer,Grade B,177.45,305.51,101360.42,2024-06-05,2024-06-14
Coconut,Visayas,Resealable Bag,Wholesale,Sea Cargo,Cash,Grade A,437.74,361.02,81108.98,2024-12-07,2024-12-10
Papaya,Mindanao,Box,Online,Pickup,Bank Transfer,Premium,494.38,143.51,178149.92,2025-02-18,2025-02-25
Jackfruit,Luzon,Resealable Bag,Online,Courier,Bank Transfer,Premium,369.11,329.54,79954.3,2024-05-07,2024-05-14
Papaya,Visayas,Resealable Bag,Wholesale,Pickup,Cash,Grade B,333.93,343.22,142519.57,2024-02-29,2024-03-11
Banana,Mindanao,Jar,Wholesale,Courier,GCash,Premium,310.25,338.66,40671.21,2025-10-22,2025-10-25
Mango,Mindanao,Jar,Online,Air Freight,GCash,Grade B,124.62,260.87,141448.99,2024-04-29,2024-05-12
Coconut,Visayas,Box,Online,Air Freight,Cash,Premium,307.68,383.19,164703.32,2025-05-27,2025-06-05
Pineapple,Mindanao,Jar,Distributor,Air Freight,GCash,Grade B,50.71,143.05,142300.17,2024-10-02,2024-10-14
Coconut,Visayas,Jar,Wholesale,Sea Cargo,Bank Transfer,Grade A,366.82,185.35,44577.02,2025-06-21,2025-06-28
Jackfruit,Luzon,Resealable Bag,Wholesale,Air Freight,GCash,Grade A,166.71,417.75,87670.56,2024-04-22,2024-04-30
Mango,Mindanao,Resealable Bag,Retail,Courier,Cash,Grade B,106.11,141.21,15636.66,2025-10-03,2025-10-13
Papaya,Mindanao,Vacuum Pack,Retail,Air Freight,Bank Transfer,Grade A,349.4,380.44,17953.28,2024-08-28,2024-09-05
Guava,Luzon,Jar,Distributor,Pickup,Credit Card,Grade B,321.97,231.06,139553.4,2024-08-04,2024-08-13
Guava,Luzon,Box,Online,Pickup,Cash,Grade B,442.88,386.07,10586.09,2024-12-17,2024-12-23
Coconut,Luzon,Vacuum Pack,Retail,Courier,GCash,Grade B,253.36,346.44,175272.08,2025-12-16,2025-12-23
Coconut,Luzon,Vacuum Pack,Distributor,Air Freight,Bank Transfer,Grade A,486.32,362.82,138806.59,2025-06-11,2025-06-18
Papaya,Visayas,Vacuum Pack,Distributor,Pickup,Credit Card,Premium,435.7,418.72,149512.77,2024-08-27,2024-09-06
Pineapple,Mindanao,Resealable Bag,Retail,Sea Cargo,Credit Card,Grade A,185.61,342.11,114261.87,2024-10-27,2024-11-06
Papaya,Luzon,Jar,Wholesale,Sea Cargo,GCash,Grade A,388.96,337.72,26992.04,2025-04-23,2025-04-26
Mango,Luzon,Box,Online,Courier,GCash,Premium,165.93,277.18,180527.07,2025-03-21,2025-04-02
Pineapple,Mindanao,Jar,Retail,Courier,GCash,Premium,394.85,318.22,132357.44,2024-05-06,2024-05-17
Coconut,Mindanao,Jar,Online,Sea Cargo,GCash,Grade B,102.06,148.93,26936.49,2025-01-21,2025-02-02
Coconut,Luzon,Box,Wholesale,Courier,Credit Card,Premium,381.61,222.56,122111.36,2025-08-29,2025-09-02
Papaya,Visayas,Box,Distributor,Sea Cargo,GCash,Grade A,227.89,297.64,97514.53,2024-07-13,2024-07-27
Banana,Luzon,Jar,Online,Sea Cargo,Bank Transfer,Grade A,386.18,400.21,167272.75,2024-05-28,2024-06-11
Banana,Visayas,Vacuum Pack,Distributor,Pickup,GCash,Grade B,181.17,438.94,21174.39,2024-02-05,2024-02-15
Guava,Mindanao,Resealable Bag,Wholesale,Air Freight,GCash,Grade B,377.33,218.7,164852.31,2024-12-07,2024-12-10
Jackfruit,Visayas,Box,Online,Pickup,Bank Transfer,Grade B,225.98,294.19,63777.58,2024-06-12,2024-06-13
Coconut,Mindanao,Jar,Retail,Sea Cargo,Bank Transfer,Premium,439.63,137.86,187569.33,2025-12-14,2025-12-18
Coconut,Luzon,Resealable Bag,Online,Pickup,Bank Transfer,Grade A,144.39,385.44,47174.46,2024-11-07,2024-11-15
Banana,Mindanao,Vacuum Pack,Wholesale,Pickup,Credit Card,Premium,428.75,425.58,28249.07,2025-10-28,2025-10-29
Mango,Luzon,Box,Online,Sea Cargo,Credit Card,Grade A,65.3,199.48,102838.92,2025-04-30,2025-05-03
Pineapple,Mindanao,Jar,Retail,Pickup,Credit Card,Grade B,334.55,266.89,12204.46,2025-12-05,2025-12-15
Mango,Visayas,Resealable Bag,Retail,Pickup,Bank Transfer,Premium,385.41,382.13,44408.35,2024-04-29,2024-05-01
Coconut,Visayas,Box,Wholesale,Air Freight,Bank Transfer,Grade A,371.2,404.53,112127.1,2025-05-10,2025-05-21
Coconut,Luzon,Jar,Online,Air Freight,Cash,Grade A,484.56,416.21,44326.19,2025-02-19,2025-03-05
Pineapple,Luzon,Jar,Distributor,Air Freight,Cash,Grade A,308.79,335.37,26685.98,2025-09-05,2025-09-17
Guava,Luzon,Vacuum Pack,Retail,Courier,Bank Transfer,Premium,127.22,442.44,135050.28,2024-09-19,2024-10-03
Mango,Mindanao,Box,Online,Sea Cargo,Credit Card,Premium,190.82,420.56,199391.46,2024-09-11,2024-09-16
Jackfruit,Luzon,Vacuum Pack,Retail,Sea Cargo,Cash,Grade A,113.75,402.51,50890.46,2025-09-12,2025-09-21
Jackfruit,Luzon,Box,Distributor,Sea Cargo,Credit Card,Grade A,297.43,206.02,133456.1,2024-05-17,2024-05-27
Papaya,Luzon,Box,Online,Sea Cargo,GCash,Grade A,333.31,208.9,130292.77,2024-06-16,2024-06-23
Coconut,Visayas,Resealable Bag,Online,Sea Cargo,Bank Transfer,Grade B,220.52,438.13,57024.56,2025-10-23,2025-10-27
Jackfruit,Luzon,Jar,Retail,Courier,Cash,Grade B,459.16,376.76,37802.63,2024-10-03,2024-10-05
Mango,Luzon,Jar,Wholesale,Pickup,Cash,Grade A,129.08,360.35,68244.42,2024-08-19,2024-08-24
Jackfruit,Visayas,Box,Distributor,Air Freight,Cash,Grade A,193.1,368.12,44327.77,2025-05-16,2025-05-18
Jackfruit,Mindanao,Jar,Online,Sea Cargo,Bank Transfer,Grade A,359.0,355.36,134936.96,2025-11-25,2025-12-08
Jackfruit,Mindanao,Box,Retail,Courier,GCash,Premium,323.92,353.24,44789.86,2024-05-26,2024-06-02
Papaya,Mindanao,Box,Distributor,Pickup,GCash,Grade B,336.04,148.69,68075.69,2024-12-28,2025-01-10
Mango,Mindanao,Vacuum Pack,Retail,Sea Cargo,Cash,Grade A,308.89,147.91,64311.66,2024-11-16,2024-11-30
Guava,Luzon,Jar,Wholesale,Pickup,Credit Card,Premium,358.3,343.34,111157.78,2025-05-19,2025-06-01
Mango,Mindanao,Resealable Bag,Retail,Pickup,Bank Transfer,Grade A,497.4,338.19,184887.2,2024-05-07,2024-05-14
Jackfruit,Luzon,Jar,Wholesale,Sea Cargo,GCash,Grade A,215.17,164.0,77125.39,2025-06-24,2025-07-05
Papaya,Visayas,Resealable Bag,Distributor,Air Freight,Bank Transfer,Premium,162.39,297.91,155618.64,2024-02-22,2024-02-29
Banana,Visayas,Box,Distributor,Sea Cargo,Cash,Premium,334.03,249.9,185380.71,2024-04-30,2024-05-05
Guava,Luzon,Jar,Online,Air Freight,Bank Transfer,Grade A,326.99,228.42,77239.62,2025-10-20,2025-10-29
Coconut,Luzon,Jar,Distributor,Air Freight,Cash,Grade B,271.42,147.97,107720.53,2024-01-06,2024-01-12
Mango,Visayas,Vacuum Pack,Wholesale,Courier,GCash,Grade B,227.91,218.76,91384.88,2024-06-06,2024-06-13
Guava,Visayas,Vacuum Pack,Online,Pickup,GCash,Grade A,209.18,263.21,78254.98,2024-07-05,2024-07-14
Mango,Luzon,Box,Retail,Sea Cargo,Credit Card,Grade B,384.77,417.33,40459.38,2025-12-27,2025-12-31
Coconut,Visayas,Vacuum Pack,Online,Pickup,Credit Card,Premium,371.44,227.21,155234.61,2024-07-22,2024-07-30
Coconut,Mindanao,Jar,Wholesale,Air Freight,Cash,Grade A,106.76,233.56,12593.3,2025-02-13,2025-02-22
Mango,Mindanao,Box,Online,Air Freight,Credit Card,Grade B,180.26,280.36,154570.98,2025-12-01,2025-12-05
Pineapple,Mindanao,Resealable Bag,Wholesale,Courier,Cash,Grade B,497.42,201.63,165915.79,2024-09-10,2024-09-20
Coconut,Luzon,Resealable Bag,Wholesale,Sea Cargo,GCash,Grade A,109.53,132.66,198175.77,2024-07-22,2024-07-30
Mango,Mindanao,Resealable Bag,Retail,Air Freight,Credit Card,Grade B,286.24,351.05,196223.62,2024-05-29,2024-06-05
Papaya,Visayas,Vacuum Pack,Online,Air Freight,Bank Transfer,Grade A,171.16,212.58,76694.66,2024-08-15,2024-08-21
Banana,Luzon,Resealable Bag,Retail,Air Freight,Cash,Premium,385.14,189.95,99691.05,2025-03-04,2025-03-08
Papaya,Luzon,Box,Online,Courier,Bank Transfer,Grade B,100.19,340.75,139762.69,2025-09-13,2025-09-15
Banana,Mindanao,Box,Distributor,Sea Cargo,Bank Transfer,Grade A,312.95,148.79,30209.45,2024-05-13,2024-05-19
Jackfruit,Luzon,Vacuum Pack,Wholesale,Sea Cargo,Credit Card,Grade A,83.7,300.37,75150.61,2025-10-06,2025-10-18
Pineapple,Mindanao,Resealable Bag,Retail,Sea Cargo,GCash,Grade B,297.72,203.33,176644.32,2025-04-30,2025-05-13
Banana,Visayas,Vacuum Pack,Online,Air Freight,Credit Card,Grade B,285.69,434.31,160268.18,2025-07-27,2025-08-02
Banana,Mindanao,Resealable Bag,Distributor,Air Freight,Cash,Premium,135.59,388.8,104054.92,2024-06-19,2024-06-29
Jackfruit,Luzon,Resealable Bag,Online,Pickup,Credit Card,Grade B,323.25,188.29,10684.1,2025-06-29,2025-07-13
Jackfruit,Mindanao,Vacuum Pack,Online,Courier,Bank Transfer,Grade A,183.36,208.61,32629.65,2025-08-08,2025-08-12
Jackfruit,Luzon,Box,Retail,Sea Cargo,Bank Transfer,Grade A,171.7,380.91,132058.49,2024-08-17,2024-08-18
Pineapple,Mindanao,Vacuum Pack,Retail,Courier,Bank Transfer,Grade B,87.46,352.8,114362.26,2024-09-11,2024-09-25
Jackfruit,Visayas,Box,Retail,Air Freight,Bank Transfer,Grade A,378.71,212.3,58637.57,2024-05-16,2024-05-23
Coconut,Mindanao,Vacuum Pack,Online,Courier,GCash,Grade B,149.29,208.7,120516.12,2024-01-17,2024-01-26
Papaya,Luzon,Jar,Distributor,Sea Cargo,Credit Card,Grade A,273.18,271.6,164963.62,2025-02-08,2025-02-11
Jackfruit,Visayas,Resealable Bag,Distributor,Air Freight,Bank Transfer,Grade A,448.36,389.77,140599.7,2024-06-29,2024-07-03
Pineapple,Luzon,Jar,Wholesale,Pickup,Credit Card,Grade A,375.94,165.31,152584.4,2024-07-11,2024-07-13
Mango,Visayas,Jar,Retail,Air Freight,Cash,Premium,470.6,163.62,156322.35,2024-01-13,2024-01-23
Coconut,Mindanao,Vacuum Pack,Retail,Air Freight,Bank Transfer,Premium,88.23,165.95,154337.63,2024-10-01,2024-10-04
Pineapple,Visayas,Box,Online,Sea Cargo,GCash,Grade A,294.59,208.26,113286.45,2025-03-30,2025-04-13
